ImageName	GroundTruth	OriginalPrediction	AdversarialPrediction
10550.jpg	0.0	-0.05633544921875	0.00000000
10551.jpg	0.045727626402251434	-0.05633544921875	0.00000000
10552.jpg	0.0439822971502571	-0.1398773193359375	-0.13187408
10553.jpg	0.040491638646268445	-0.1398773193359375	-0.13187408
10554.jpg	0.03700098014227979	-0.1398773193359375	-0.16696930
10555.jpg	0.035255650890285456	-0.1398773193359375	-0.29705048
10556.jpg	0.035255650890285456	-0.1398773193359375	-0.31428528
10557.jpg	0.03700098014227979	-0.1287841796875	-0.32621765
10558.jpg	0.03874630939427412	-0.1287841796875	-0.32621765
10559.jpg	0.03874630939427412	-0.1287841796875	-0.32621765
10560.jpg	0.040491638646268445	-0.11248779296875	-0.32621765
10561.jpg	0.040491638646268445	-0.100860595703125	-0.32621765
10562.jpg	0.040491638646268445	-0.100860595703125	-0.32621765
10563.jpg	0.040491638646268445	-0.100860595703125	-0.32621765
10564.jpg	0.03700098014227979	-0.100860595703125	-0.32621765
10565.jpg	0.033510321638291124	-0.078826904296875	-0.32621765
10566.jpg	0.0317649923862968	-0.024749755859375	-0.32621765
10567.jpg	0.0317649923862968	-0.024749755859375	-0.32621765
10568.jpg	0.0317649923862968	-0.024749755859375	-0.32621765
10569.jpg	0.029845130209103034	-0.024749755859375	-0.37388611
10570.jpg	0.021118483949131385	-0.024749755859375	-0.37388611
10571.jpg	0.0017453292519943296	-0.024749755859375	-0.37388611
10572.jpg	-0.021118483949131385	0.02805328369140625	-0.37388611
10573.jpg	-0.045727626402251434	0.02805328369140625	-0.42706299
10574.jpg	-0.05986479334340551	0.02805328369140625	-0.42706299
10575.jpg	-0.0651007810993885	0.06943511962890625	-0.42706299
10576.jpg	-0.06859143960337716	0.06943511962890625	-0.42706299
10577.jpg	-0.08098327729253689	0.06943511962890625	-0.42706299
10578.jpg	-0.10035643198967394	0.06943511962890625	-0.42706299
10579.jpg	-0.130201562198777	0.09392547607421875	-0.42706299
10580.jpg	-0.18832102629018815	0.09392547607421875	-0.42706299
10581.jpg	-0.23753931119642827	0.09392547607421875	-0.42706299
10582.jpg	-0.290248254606657	0.102874755859375	-0.42706299
10583.jpg	-0.3274237676741363	0.126953125	-0.48211670
10584.jpg	-0.3659955441432109	0.126953125	-0.48211670
10585.jpg	-0.4082325120414737	0.126953125	-0.48211670
10586.jpg	-0.43301618741979314	0.126953125	-0.48211670
10587.jpg	-0.48397980157802756	-0.01250457763671875	-0.48211670
10588.jpg	-0.5279620987282847	-0.01250457763671875	-0.48211670
10589.jpg	-0.5878268920716901	-0.096710205078125	-0.48211670
10590.jpg	-0.6407103684071184	-0.14556884765625	-0.48211670
10591.jpg	-0.6846926655573754	-0.171295166015625	-0.48211670
10592.jpg	-0.7918558816298272	-0.233642578125	-0.48211670
10593.jpg	-0.8518952078984322	-0.5832290649414062	-0.48211670
10594.jpg	-0.9485864484589182	-0.6063232421875	-0.48211670
10595.jpg	-1.0119419003063124	-0.964263916015625	-0.49472046
10596.jpg	-1.0595893888857575	-0.964263916015625	-0.49472046
10597.jpg	-1.1281808284891346	-1.0368728637695312	-0.51815796
10598.jpg	-1.179144442647369	-1.0368728637695312	-0.51815796
10599.jpg	-1.2514010736799344	-1.0837554931640625	-0.51815796
10600.jpg	-1.3182471840313172	-1.137969970703125	-0.51815796
10601.jpg	-1.4027211198278426	-1.1551361083984375	-0.51815796
10602.jpg	-1.4660765716752369	-1.28717041015625	-0.51815796
10603.jpg	-1.5381586697826024	-1.3279190063476562	-0.51815796
10604.jpg	-1.5751596499248823	-1.37005615234375	-0.51815796
10605.jpg	-1.620887276327134	-1.4128646850585938	-0.51815796
10606.jpg	-1.7053612121236594	-1.4777450561523438	-0.51815796
10607.jpg	-1.761735346963076	-1.525482177734375	-0.51815796
10608.jpg	-1.8303267865664534	-1.6123046875	-0.51815796
10609.jpg	-1.8708184252127218	-1.6123046875	-0.51815796
10610.jpg	-1.9167205845401725	-1.6123046875	-0.51815796
10611.jpg	-1.9641935401944184	-1.6123046875	-0.51815796
10612.jpg	-2.030865117620602	-1.410552978515625	-0.51815796
10613.jpg	-2.08374859395603	-1.410552978515625	-0.51815796
10614.jpg	-2.1436133872994354	-1.410552978515625	-0.51815796
10615.jpg	-2.1964968636348634	-1.4217605590820312	-0.57577515
10616.jpg	-2.240479160785121	-1.4217605590820312	-0.57577515
10617.jpg	-2.2792254701793953	-1.380279541015625	-0.57577515
10618.jpg	-2.3073252711365035	-1.4658050537109375	-0.57577515
10619.jpg	-2.342580922026789	-1.5069046020507812	-0.57577515
10620.jpg	-2.3900538776810345	-1.5219955444335938	-0.57577515
10621.jpg	-2.4270548578233146	-1.6229705810546875	-0.57577515
10622.jpg	-2.4623105087136	-1.6839752197265625	-0.57577515
10623.jpg	-2.478018471981549	-1.84185791015625	-0.57577515
10624.jpg	-2.502627614434669	-2.0236129760742188	-0.57577515
10625.jpg	-2.523920631309	-2.4569091796875	-0.57577515
10626.jpg	-2.5431192530809374	-2.4569091796875	-0.57577515
10627.jpg	-2.564237737030069	-2.4569091796875	-0.57577515
10628.jpg	-2.5766295747192283	-2.4569091796875	-0.57577515
10629.jpg	-2.5853562209792003	-2.5086669921875	-0.40548706
10630.jpg	-2.592512070912377	-2.5086669921875	-0.40548706
10631.jpg	-2.6012387171723486	-2.5086669921875	-0.40548706
10632.jpg	-2.6083945671055253	-2.5086669921875	-0.40548706
10633.jpg	-2.61013989635752	-2.576171875	-0.40548706
10634.jpg	-2.611885225609514	-2.576171875	-0.40548706
10635.jpg	-2.6136305548615084	-2.5623626708984375	-0.40548706
10636.jpg	-2.6223572011214804	-2.4500198364257812	-0.40548706
10637.jpg	-2.6364943680626345	-2.3741607666015625	-0.40548706
10638.jpg	-2.645221014322606	-2.259521484375	-0.40548706
10639.jpg	-2.6469663435746003	-2.2022857666015625	-0.40548706
10640.jpg	-2.6469663435746003	-2.0574874877929688	-0.40548706
10641.jpg	-2.6469663435746003	-1.8472061157226562	-0.40548706
10642.jpg	-2.6506315350037886	-1.8472061157226562	-0.40548706
10643.jpg	-2.6558675227597712	-1.8013076782226562	-0.40548706
10644.jpg	-2.6628488397677486	-1.8013076782226562	-0.40548706
10645.jpg	-2.6680848275237317	-1.8013076782226562	-0.40548706
10646.jpg	-2.6680848275237317	-1.8293914794921875	-0.45822144
10647.jpg	-2.6680848275237317	-1.8293914794921875	-0.45822144
10648.jpg	-2.6680848275237317	-1.8293914794921875	-0.45822144
10649.jpg	-2.6680848275237317	-1.8759994506835938	-0.45822144
10650.jpg	-2.6680848275237317	-1.9140243530273438	-0.45822144
10651.jpg	-2.657612852011766	-1.9455413818359375	-0.45822144
10652.jpg	-2.645221014322606	-1.9455413818359375	-0.88584900
10653.jpg	-2.6206118718694857	-1.9455413818359375	-0.88584900
10654.jpg	-2.6012387171723486	-1.9455413818359375	-0.88584900
10655.jpg	-2.581865562475212	-1.9455413818359375	-0.88584900
10656.jpg	-2.5661575992072625	-1.9455413818359375	-0.88584900
10657.jpg	-2.523920631309	-1.97613525390625	-0.88584900
10658.jpg	-2.490410309670709	-1.96185302734375	-0.88584900
10659.jpg	-2.453409329528429	-1.96185302734375	-0.88584900
10660.jpg	-2.430545516327303	-1.986907958984375	-0.88584900
10661.jpg	-2.4076817031261775	-1.768280029296875	-0.88584900
10662.jpg	-2.374171381487886	-1.717071533203125	-0.32910156
10663.jpg	-2.3266984258336407	-1.717071533203125	-0.32910156
10664.jpg	-2.3003439541285267	-1.717071533203125	-0.32910156
10665.jpg	-2.275734811675406	-1.717071533203125	-0.32910156
10666.jpg	-2.2141246890800064	-1.717071533203125	-0.32910156
10667.jpg	-2.1525145664846064	-1.7627944946289062	-0.32910156
10668.jpg	-2.0767672769480527	-1.7627944946289062	-0.32910156
10669.jpg	-2.0029398495886928	-1.7627944946289062	-0.32910156
10670.jpg	-1.9184659137921671	-1.7627944946289062	-0.32910156
10671.jpg	-1.8673277667087331	-1.7627944946289062	-0.32910156
10672.jpg	-1.784599160164202	-1.7627944946289062	-0.32910156
10673.jpg	-1.7388715337619502	-1.7627944946289062	-0.32910156
10674.jpg	-1.7142623913088304	-1.7627944946289062	-0.32910156
10675.jpg	-1.6948892366116934	-1.7487258911132812	-0.32910156
10676.jpg	-1.6702800941585736	-1.7487258911132812	-0.32910156
10677.jpg	-1.6526522687134306	-1.7487258911132812	-0.32910156
10678.jpg	-1.6402604310242708	-1.7487258911132812	-0.32910156
10679.jpg	-1.6280431262603108	-1.6807861328125	-0.32910156
10680.jpg	-1.6121606300671623	-1.6807861328125	-0.32910156
10681.jpg	-1.5892968168660366	-1.5917129516601562	-0.32910156
10682.jpg	-1.5575318244797396	-1.5747756958007812	-0.32910156
10683.jpg	-1.5329226820266197	-1.5594100952148438	-0.32910156
10684.jpg	-1.480213738616391	-1.4886016845703125	-0.32910156
10685.jpg	-1.4519394047340828	-1.1878662109375	-0.32910156
10686.jpg	-1.4027211198278426	-1.1878662109375	-0.32910156
10687.jpg	-1.3587388226775854	-1.062957763671875	-0.32910156
10688.jpg	-1.3023646878381687	-1.0415802001953125	-0.32910156
10689.jpg	-1.254891732183923	-0.8334274291992188	-0.32910156
10690.jpg	-1.2091641057816713	-0.79364013671875	-0.32910156
10691.jpg	-1.1580259586982375	-0.7145309448242188	-0.32910156
10692.jpg	-1.1316714869931235	-0.7145309448242188	-0.32910156
10693.jpg	-1.1000810275320259	-0.6285324096679688	-0.32910156
10694.jpg	-1.0578440596337633	-0.44628143310546875	-0.32910156
10695.jpg	-1.00338978697154	-0.44628143310546875	-0.32910156
10696.jpg	-0.9855874286011979	-0.44628143310546875	-0.32910156
10697.jpg	-0.9468411192069237	-0.40003204345703125	-0.32910156
10698.jpg	-0.8906415172927065	-0.34578704833984375	-0.32910156
10699.jpg	-0.8588765249064096	-0.309234619140625	-0.32910156
10700.jpg	-0.8253662032681184	-0.309234619140625	-0.32910156
10701.jpg	-0.7885397560510381	-0.27046966552734375	-0.32910156
10702.jpg	-0.7426375967235872	-0.25074005126953125	-0.32910156
10703.jpg	-0.7040658202545126	-0.23873138427734375	-0.32910156
10704.jpg	-0.6600835231042554	-0.23873138427734375	-0.32910156
10705.jpg	-0.6159266930287989	-0.23873138427734375	-0.32910156
10706.jpg	-0.5719443958785418	-0.23873138427734375	-0.32910156
10707.jpg	-0.5331980864842676	-0.23873138427734375	-0.32910156
10708.jpg	-0.5016076270231703	-0.23873138427734375	-0.32910156
10709.jpg	-0.46809730538487915	-0.23873138427734375	-0.32910156
10710.jpg	-0.4541346713689245	-0.15069580078125	-0.32910156
10711.jpg	-0.4276056667386107	-0.15069580078125	-0.32910156
10712.jpg	-0.4012511950334963	-0.15069580078125	-0.32910156
10713.jpg	-0.3572688978832392	-0.15069580078125	-0.32910156
10714.jpg	-0.2991494337918281	-0.15069580078125	-0.32910156
10715.jpg	-0.24993114888558798	-0.15069580078125	-0.32910156
10716.jpg	-0.24120450262561632	-0.15069580078125	-0.32910156
10717.jpg	-0.23055799418845094	-0.15069580078125	-0.32910156
10718.jpg	-0.19879300180215415	-0.15069580078125	-0.32910156
10719.jpg	-0.16196655458507378	-0.15069580078125	-0.32910156
10720.jpg	-0.12496557444279399	-0.139434814453125	-0.32910156
10721.jpg	-0.09145525280450287	-0.139434814453125	-0.32910156
10722.jpg	-0.06684611035138281	-0.139434814453125	-0.32910156
10723.jpg	-0.024609142453120045	-0.139434814453125	-0.32910156
10724.jpg	0.0158824961931484	-0.139434814453125	-0.32910156
10725.jpg	0.05637413483941684	-0.139434814453125	-0.32910156
10726.jpg	0.08011061266653972	-0.139434814453125	-0.32910156
10727.jpg	0.1038470904936626	-0.0798797607421875	-0.32910156
10728.jpg	0.1319468914507713	-0.0798797607421875	-0.32910156
10729.jpg	0.1408480706359424	-0.0798797607421875	-0.32910156
10730.jpg	0.1425933998879367	-0.0798797607421875	-0.32910156
10731.jpg	0.14608405839192537	-0.0798797607421875	-0.32910156
10732.jpg	0.15655603390389136	-0.0798797607421875	-0.32910156
10733.jpg	0.16371188383706814	-0.0798797607421875	-0.32910156
10734.jpg	0.17418385934903408	-0.0798797607421875	-0.32910156
10735.jpg	0.1759291886010284	-0.0798797607421875	-0.32910156
10736.jpg	0.1759291886010284	-0.0798797607421875	-0.32910156
10737.jpg	0.17767451785302274	-0.0798797607421875	-0.32910156
10738.jpg	0.1706932008450454	-0.0798797607421875	-0.32910156
10739.jpg	0.16894787159305108	-0.0798797607421875	-0.32910156
10740.jpg	0.16894787159305108	-0.0798797607421875	-0.32910156
10741.jpg	0.16894787159305108	-0.0798797607421875	-0.32910156
10742.jpg	0.16196655458507378	-0.0798797607421875	-0.32910156
10743.jpg	0.1530653753999027	-0.0798797607421875	-0.32910156
10744.jpg	0.1425933998879367	-0.0798797607421875	-0.32910156
10745.jpg	0.12322024519079966	-0.0798797607421875	-0.32910156
10746.jpg	0.11082840750163991	-0.0798797607421875	-0.32910156
