ImageName		GroundTruth		OriginalOutput		AdversarialOutput
10550.jpg	0.0			-2.288818359375e-05			-2.288818359375e-05
10551.jpg	0.045727626402251434			-2.288818359375e-05			-2.288818359375e-05
10552.jpg	0.0439822971502571			-2.288818359375e-05			-2.288818359375e-05
10553.jpg	0.040491638646268445			-2.288818359375e-05			-2.288818359375e-05
10554.jpg	0.03700098014227979			-2.288818359375e-05			-2.288818359375e-05
10555.jpg	0.035255650890285456			-2.288818359375e-05			-2.288818359375e-05
10556.jpg	0.035255650890285456			-2.288818359375e-05			-2.288818359375e-05
10557.jpg	0.03700098014227979			-2.288818359375e-05			-2.288818359375e-05
10558.jpg	0.03874630939427412			-2.288818359375e-05			-2.288818359375e-05
10559.jpg	0.03874630939427412			-2.288818359375e-05			-2.288818359375e-05
10560.jpg	0.040491638646268445			-2.288818359375e-05			-2.288818359375e-05
10561.jpg	0.040491638646268445			-2.288818359375e-05			-2.288818359375e-05
10562.jpg	0.040491638646268445			-2.288818359375e-05			-2.288818359375e-05
10563.jpg	0.040491638646268445			-2.288818359375e-05			-2.288818359375e-05
10564.jpg	0.03700098014227979			-2.288818359375e-05			-2.288818359375e-05
10565.jpg	0.033510321638291124			-2.288818359375e-05			-2.288818359375e-05
10566.jpg	0.0317649923862968			-2.288818359375e-05			-2.288818359375e-05
10567.jpg	0.0317649923862968			-2.288818359375e-05			-2.288818359375e-05
10568.jpg	0.0317649923862968			-2.288818359375e-05			-2.288818359375e-05
10569.jpg	0.029845130209103034			-2.288818359375e-05			-2.288818359375e-05
10570.jpg	0.021118483949131385			-2.288818359375e-05			-2.288818359375e-05
10571.jpg	0.0017453292519943296			-2.288818359375e-05			-2.288818359375e-05
10572.jpg	-0.021118483949131385			-2.288818359375e-05			-2.288818359375e-05
10573.jpg	-0.045727626402251434			-0.03142547607421875			-2.288818359375e-05
10574.jpg	-0.05986479334340551			-0.03142547607421875			-0.06645965576171875
10575.jpg	-0.0651007810993885			-0.03142547607421875			-0.06645965576171875
10576.jpg	-0.06859143960337716			-0.06371307373046875			-0.06645965576171875
10577.jpg	-0.08098327729253689			-0.09476470947265625			-0.06645965576171875
10578.jpg	-0.10035643198967394			-0.09476470947265625			-0.06645965576171875
10579.jpg	-0.130201562198777			-0.09476470947265625			-0.06645965576171875
10580.jpg	-0.18832102629018815			-0.09476470947265625			-0.09925079345703125
10581.jpg	-0.23753931119642827			-0.09476470947265625			-0.09925079345703125
10582.jpg	-0.290248254606657			-0.14286041259765625			-0.09925079345703125
10583.jpg	-0.3274237676741363			-0.14286041259765625			-0.09925079345703125
10584.jpg	-0.3659955441432109			-0.21457672119140625			-0.26425933837890625
10585.jpg	-0.4082325120414737			-0.28427886962890625			-0.26425933837890625
10586.jpg	-0.43301618741979314			-0.31664276123046875			-0.26425933837890625
10587.jpg	-0.48397980157802756			-0.31664276123046875			-0.26425933837890625
10588.jpg	-0.5279620987282847			-0.31664276123046875			-0.26425933837890625
10589.jpg	-0.5878268920716901			-0.31664276123046875			-0.26425933837890625
10590.jpg	-0.6407103684071184			-0.31664276123046875			-0.26425933837890625
10591.jpg	-0.6846926655573754			-0.38988494873046875			-0.34903717041015625
10592.jpg	-0.7918558816298272			-0.42411041259765625			-0.37964630126953125
10593.jpg	-0.8518952078984322			-0.42411041259765625			-0.37964630126953125
10594.jpg	-0.9485864484589182			-0.42411041259765625			-0.37964630126953125
10595.jpg	-1.0119419003063124			-0.46724700927734375			-0.47107696533203125
10596.jpg	-1.0595893888857575			-0.5782699584960938			-0.5040969848632812
10597.jpg	-1.1281808284891346			-0.5782699584960938			-0.5440292358398438
10598.jpg	-1.179144442647369			-0.6128921508789062			-0.6268081665039062
10599.jpg	-1.2514010736799344			-0.7358169555664062			-0.6268081665039062
10600.jpg	-1.3182471840313172			-0.7358169555664062			-0.5948867797851562
10601.jpg	-1.4027211198278426			-0.7358169555664062			-0.5948867797851562
10602.jpg	-1.4660765716752369			-0.7672195434570312			-0.6282882690429688
10603.jpg	-1.5381586697826024			-0.8033981323242188			-0.8467941284179688
10604.jpg	-1.5751596499248823			-0.8033981323242188			-0.8467941284179688
10605.jpg	-1.620887276327134			-0.8033981323242188			-0.8467941284179688
10606.jpg	-1.7053612121236594			-0.8372116088867188			-0.8467941284179688
10607.jpg	-1.761735346963076			-0.8787460327148438			-0.8467941284179688
